0	0	0	0	
0	0	0	6.25e-09	
0	0	0	2.5e-08	
0	0	0	5.625e-08	
0	0	0	1e-07	
0	0	0	1.5625e-07	
0	0	0	2.25e-07	
0	0	0	3.0625e-07	
0	0	0	4e-07	
0	0	0	5.0625e-07	
0	0	0	6.25e-07	
0	0	0	7.5625e-07	
0	0	0	9e-07	
0	0	0	1.05625e-06	
0	0	0	1.225e-06	
0	0	0	1.40625e-06	
0	0	0	1.6e-06	
0	0	0	1.80625e-06	
0	0	0	2.025e-06	
0	0	0	2.25625e-06	
0	0.0015708	0	2.5e-06	
0	0.0015708	0	2.75625e-06	
0	0.00314159	0	3.025e-06	
0	0.00471239	0	3.30625e-06	
0	0.00628319	0	3.6e-06	
0	0.00785398	0	3.90625e-06	
0	0.00942478	0	4.225e-06	
0	0.0109956	0	4.55625e-06	
0	0.0125664	0	4.9e-06	
0	0.0141372	0	5.25625e-06	
0	0.0141372	0	5.625e-06	
0	0.015708	0	6.00625e-06	
0	0.015708	0	6.4e-06	
0	0.0172788	0	6.80625e-06	
0	0.0204204	0	7.225e-06	
0	0.0219911	0	7.65625e-06	
-0.0015708	0.0251327	0	8.1e-06	
-0.00314159	0.0282743	0	8.55625e-06	
-0.00471239	0.0314159	0	9.025e-06	
-0.00628319	0.0361283	0	9.50625e-06	
-0.00942478	0.0392699	0	1e-05	
-0.0109956	0.0424115	0	1.05063e-05	
-0.0141372	0.0455531	0	1.1025e-05	
-0.015708	0.0486947	0	1.15562e-05	
-0.015708	0.0518363	0	1.21e-05	
-0.0172788	0.0549779	0	1.26562e-05	
-0.0172788	0.0581195	0	1.3225e-05	
-0.0172788	0.0612611	0	1.38063e-05	
-0.0172788	0.0644026	0	1.44e-05	
-0.0172788	0.069115	0	1.50063e-05	
-0.0188496	0.0738274	0	1.5625e-05	
-0.0188496	0.076969	0	1.62563e-05	
-0.0188496	0.0816814	0	1.69e-05	
-0.0188496	0.0879646	0	1.75563e-05	
-0.0204204	0.0911062	0	1.8225e-05	
-0.0204204	0.0958186	0	1.89062e-05	
-0.0219911	0.100531	0	1.96e-05	
-0.0235619	0.105243	0	2.03063e-05	
-0.0251327	0.109956	0	2.1025e-05	
-0.0267035	0.114668	0	2.17563e-05	
-0.0298451	0.119381	0	2.25e-05	
-0.0314159	0.124093	0	2.32563e-05	
-0.0345575	0.128805	0	2.4025e-05	
-0.0361283	0.135088	0	2.48063e-05	
-0.0376991	0.139801	0	2.56e-05	
-0.0392699	0.146084	0	2.64063e-05	
-0.0392699	0.150796	0	2.7225e-05	
-0.0392699	0.15708	0	2.80563e-05	
-0.0408407	0.163363	0	2.89e-05	
-0.0408407	0.169646	0	2.97563e-05	
-0.0408407	0.174358	0	3.0625e-05	
-0.0424115	0.180642	0	3.15063e-05	
-0.0439823	0.186925	0	3.24e-05	
-0.0455531	0.193208	0	3.33063e-05	
-0.0471239	0.19792	0	3.4225e-05	
-0.0486947	0.202633	0	3.51562e-05	
-0.0518363	0.208916	0	3.61e-05	
-0.0534071	0.215199	0	3.70562e-05	
-0.0565487	0.221482	0	3.8025e-05	
-0.0596903	0.227765	0	3.90063e-05	
-0.0612611	0.234049	0	4e-05	
-0.0628319	0.240332	0	4.10063e-05	
-0.0659734	0.248186	0	4.2025e-05	
